"","score","text"
"195",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"196",0,"@ColliderVideo @JonSchnepp nails it, #BvS #Superman was looked as an alien/foreigner, in #JL his rebirth makes him as Man of Earth"
"197",0,"RT @JamesPlimmer: Face n that <ed><U+00A0><U+00BE><ed><U+00B4><U+0093>

 #skydive #superman https://t.co/EYZObjzaKA"
"198",0,"Face n that <ed><U+00A0><U+00BE><ed><U+00B4><U+0093>

 #skydive #superman https://t.co/EYZObjzaKA"
"199",1,"#Superman saves d day. Feels great using dis man of steel cup again: special gift I hold dear, fr my aunt when I st… https://t.co/yHjpWmNtq3"
"200",0,"@EnBuenaHoraCity mi heroe favorito es #Superman... Lluvia de bendiciones a todos!!! Excelente programa,preaentadores e invitados!! Abrazos.."
"201",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"202",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"203",-1,"The Panel Biter @ThePanelBiter: The unfortunate adventures of Superboy-Prime continue #dccomics #superman…… https://t.co/cdd5YtzGD2"
"204",0,"RT @pthenrycavillbr: Só conseguimos ver #HenryCavill como #Superman no estande da #WarnerNaCCXP2016.. Quem vai ver de perto? Crédito: @wbpi…"
"205",0,"Pop is out of his box... and found some friends
#Pop #elfontheshelf #Superman #Batman… https://t.co/F0jrhQE7Ti"
"206",0,"Só conseguimos ver #HenryCavill como #Superman no estande da #WarnerNaCCXP2016.. Quem vai ver de perto? Crédito:… https://t.co/IqUYIRv9xz"
"207",2,"Fantastic Five: Best #Superman Team-Ups https://t.co/Ww8R70QXXf #Comics #Comic411 #dc #video #amalgam #amalgamcomics #captainamerica"
"208",-1,"This weekend i will be in the heart of Sin City at the @GAComicCon #LasVegas #Nevada. #Comics #ComicCon #Batman… https://t.co/COgEQLzjev"
"209",0,"RT @LucianoVecchio: Justice League #justiceleague #jla #cyborg #theflash #superman #batman #wonderwoman #aquaman #greenlantern #DCRebirth h…"
"210",0,"#Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça… https://t.co/bYRldVrxCq"
"211",0,"#Superman The Bostonians #DVD 2003 z NEW SEALED Merchant Ivory, Christopher Reeve https://t.co/vQzz3Qoxtt #ChristopherReeve"
"212",-1,"The unfortunate adventures of Superboy-Prime continue #dccomics #superman #panelbutt https://t.co/ywEywJO8J0"
"213",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"214",1,"Para mi no existe rivalidad <ed><U+00A0><U+00BD><ed><U+00B8><U+009D> #Marvel #DC #Superman #CapitánAmérica @ AntaraPolanco, Mexico City. https://t.co/pPmxJJJi91"
"215",0,"#superman fucks supergirl pussy deaf girl xxx hot https://t.co/Z0Af6o3in1"
"216",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"217",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"218",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"219",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"220",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"221",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"222",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"223",0,"@BiggBoss one n only @manveergurjarr #superman #manveergurjar"
"224",2,"Hero In U: Generosity #holidayepisode #superman https://t.co/ACczVkvaN6"
"225",0,"RT @LegendsOfDCPod: DC Comics Time Travel Thursday! #SUPERMAN #TheFlash https://t.co/znjMvNobKN"
"226",0,"Novos Guardiões da minha mesa!

#Batman #ironman #superman… https://t.co/GB1ghJt4kr"
"227",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"228",0,"SYMA X5SW WiFi FPV 2.4Ghz 4CH RC Quadcopter Drone 2MP HD Camera RTF +3... - https://t.co/qEsTN3LjMG - #Superman https://t.co/IF8zzbpsHG"
"229",0,"Can @JorgeJimenezArt draw #superman forever? <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"230",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"231",0,"#batman ignoring #superman cause he's playing #arkhamknight <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/s6DDHarpI2"
"232",0,"PUT SOME SPICES IN YOUR LIFE...  *-*

#superNurse
#SUPERMAN https://t.co/c57uZY1vGP"
"233",0,"Hotel Art #superman #sagahoteloslo #oslo #outsiderart @ Saga Hotel Oslo https://t.co/cP0J36AkNy"
"234",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"235",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"236",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"237",0,"#JusticeLeague #Emotional #Batman #Superman #WonderWoman #TheFlash #GreenLantern #Cyborg https://t.co/5GA90ZPO86"
"238",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"239",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"240",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"241",-2,"Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"242",0,"Nope it's only a bird <ed><U+00A0><U+00BD><ed><U+00B0><U+00A6>. (3/3)
#twitter #blue #bird #plane #superman #realitysucks #hadnothingtodo https://t.co/bQtgtYxJfk"
"243",0,"RT @M4RVELCOM1CS: Bill Johnson @uptownbill: #nickfury #superman #blacklightning #batman #dccomics #M4RVELCOM1CS #cosplay… https://t.co/XNbE…"
"244",0,"Bill Johnson @uptownbill: #nickfury #superman #blacklightning #batman #dccomics #M4RVELCOM1CS #cosplay…… https://t.co/VxxFJWWXfB"
"245",0,"Shhahshdjjxjxj

#SUPERMAN https://t.co/knywwrGMgp"
"246",0,"#gainz #muscle #batman #batmanvssuperman #muscles #gym #shredding #gyms #gymrat #fitness #gymlife #gymtime #dc… https://t.co/Vv7ANVxJ4Y"
"247",1,"Like and Share if you have been fan since day 1

#superman #returnofsuperman #batmanvsuperman https://t.co/2B7bgOKVKf"
"248",0,"#nickfury #superman #blacklightning #batman #dccomics #marvelcomics #cosplay #superhero… https://t.co/SKvPrtaasL"
"249",0,"#catwooman #spiderman #superman #batman #avengers 
https://t.co/IS51Fmlve9"
"250",0,"RT @overjupiter: #WhatsForLunch #Superman (1954) https://t.co/GMSJz0fnbF"
"251",0,"#dc #comic #dccomics #christmas #advent #calendar #chocolate #festival #superman #batman… https://t.co/1Rsxt8XDKu"
"252",0,"RT @overjupiter: #WhatsForLunch #Superman (1954) https://t.co/GMSJz0fnbF"
"253",0,"Buy: SuperMan Thoughts  BEAT (@OnemanBeats)'#beats #instrumentals #superman #hiphop  https://t.co/0BwtCMLTU4 https://t.co/DE76fPP4rL"
"254",0,"RT @DeekRhewBooks: Geek out! @ErinRhewBooks
and I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @AlienActor
https:…"
"255",2,"#tbt to when Tony showed up to work in this amazing onesie! #superman #workfun #onesie#tbt to last week in Boston! … https://t.co/YKryM1lcZu"
"256",0,"RT @mmjnj: #AllAmerican this should be hanging in every school in New Jersey and the rest of the country. <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>needs #SUPERMAN https://t.co/pZ…"
"257",0,"Up, Up and...Zzzz #catnap #superman #dreaming @ Bandra https://t.co/T4l9WlV2kx"
"258",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"259",0,"#Superman Christopher Reeve Superman #Photo N7677 https://t.co/FoSxlb5kI1 #ChristopherReeve https://t.co/fjgsb1qwjw"
"260",-1,"Link Tank: Superman and Facial Recognition Algorithms - https://t.co/cCXQt6vPt8 - #Superman"
"261",0,"Homeless ex-con delivers Black Lives Matter coloring books - https://t.co/4W1b99wEoo - #Superman"
"262",0,"RT @WeirdScienceDC: Superman Annual #1 Review
https://t.co/QUsypgCoDG #superman #swampthing #dcrebirth #rebirth #dcomics #comics https://t.…"
"263",0,"Kotobukiya DC Comics Superman for Tomorrow ArtFX Statue - https://t.co/Oj4r2nVE4F - #Superman https://t.co/3n33NC44gu"
"264",0,"RT @365superman: Last flip day of 2016
#365daysofsuperman #manofsteel #superman #dccomics #superhero #littlesuperman #tinysuperman #superma…"
"265",0,"Last flip day of 2016
#365daysofsuperman #manofsteel #superman #dccomics #superhero #littlesuperman #tinysuperman… https://t.co/Ej0bhRPPU4"
"266",0,"RT @mmjnj: #AllAmerican this should be hanging in every school in New Jersey and the rest of the country. <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>needs #SUPERMAN https://t.co/pZ…"
"267",0,"#Superman #ClarkKent #BatmanvsSuperman
 Superman Zipper Hoodie https://t.co/YB1tCBWcPa https://t.co/lAjosRWfaV"
"268",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"269",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"270",0,"@LukeCage is #Superman if Superman was designed by @DuluthTradingCo! #allbusiness"
"271",0,"<U+041E><U+0431><U+043B><U+043E><U+0436><U+043A><U+0438> <U+041A><U+043E><U+043C><U+0438><U+043A><U+0441><U+043E><U+0432>! /  / #GreenArrow #Arrow #Superman https://t.co/UZHDvUd6yL"
"272",0,"Check out this #Amazon deal: #dccomics Multiverse #Superman Earth 23 Action... by #Mattel https://t.co/ct1kdPBCVk via @Amazon"
"273",0,"Excelente diseño para Mujer y Hombre #SuperMan #QueNoTeLoCuenten… https://t.co/JCU24Djkxq"
"274",0,"RT @camilouribeREAL: #SUPERMAN .. #weed  .. una fumadita<ed><U+00A0><U+00BC><ed><U+00BD><U+0081> https://t.co/WlRVCdC34T"
"275",0,"#WhatsForLunch #Superman (1954) https://t.co/GMSJz0fnbF"
"276",0,"Awesome
<U+3030><U+3030><U+3030><U+3030><U+3030><U+3030><U+3030><U+3030><U+3030><U+3030><U+3030><U+3030>
#batman #superman #greenlantern #wonderwoman #dccomics #guardiansofthegeek… https://t.co/sQFh4sdqnv"
"277",-1,"RT @nrocleoj: This Album cover goes HARD AF. #batman #superman #wonderwoman #superhero #christmas #merrychristmas #happyholidays #music #vi…"
"278",1,"#MiniManOfSteel #Superman #BFF loves her #Octopus #Eeeeekkkk Not sure if it's #Alive or… https://t.co/laO6ba2l6C"
"279",-1,"This Album cover goes HARD AF. #batman #superman #wonderwoman #superhero #christmas #merrychristmas #happyholidays… https://t.co/pueG1A3JWU"
"280",0,"Wer ist dieser #Superman ? - #Lernen https://t.co/0G18RfCFaZ #Strategie 450 000 in 40 Tagen https://t.co/xYVhQQQwhI"
"281",1,"Superman. Color sample. #comics #coloring #dc #dccomics #superman #hero #superhero #comicart #comicbook… https://t.co/f7sT4n1jo3"
"282",0,"Geek out! @ErinRhewBooks
and I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @AlienActor
https://t.co/SKzkdq2Kjk"
"283",0,"Un chistecito... pobre Luisa. Quedo de ""una pieza"". #SUPERMAN #ClarkKent https://t.co/lFsgaTgXz8"
"284",0,"Ist er wirklich #Superman ?- https://t.co/xYVhQQQwhI"
"285",-1,"#superman has sex japanes school gril fuck https://t.co/iFkXpoEeEZ"
"286",-1,"You should probably chill! #Instagram #Followers #Superman #Metropolis https://t.co/Gr9i6GgKsa"
"287",0,"Check out Comic Book #Superman New Krypton Volume Two Hardcover DC Comics https://t.co/JY4OcscTZZ @eBay"
"288",1,"RT @WeirdScienceDC: PREVIEW: New Talent Showcase #1
https://t.co/EuTiZWiBg1
#wonderwoman #harleyquinn #superman #constantine #deadman #catw…"
"289",1,"RT @WeirdScienceDC: PREVIEW: New Talent Showcase #1
https://t.co/EuTiZWiBg1
#wonderwoman #harleyquinn #superman #constantine #deadman #catw…"
"290",0,"RT @CloakedCKDawn: Be an author's #SuperHero
https://t.co/QEDmIKSXcG
#love #yalit &amp; #FunkoPop #Superman 
#amreading #CloakofShadows https:/…"
"291",0,"Disney ve Warner Bros'un eglenceli dünyasindan hiç vazgeçmedik... #sweatshirt #batman #mickeymouse #superman… https://t.co/iNLFQUTfcE"
"292",0,"RT @1DeekRhewBooks: Geek out! @ErinRhewBooks
and I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @AlienActor
https…"
"293",0,"Just found this kinda old pic of me from 3 years ago <U+263A><U+FE0F> #throwbackthursday #superman #airmax… https://t.co/NaV5PZTpYY"
"294",1,"RT @HellavatorStudi: How cool does #Superman look!? 

#clarkkent #justiceleague #dc #dccomics #warnerbros #warnerbrothers #comics #ebgames…"
"295",1,"RT @HellavatorStudi: How cool does #Superman look!? 

#clarkkent #justiceleague #dc #dccomics #warnerbros #warnerbrothers #comics #ebgames…"
"296",1,"RT @TheCozmicLeague: New Comic review 11-30-16 #comics #newcomicbookday #marvel #podcast #Review #DCWeek #batman #SUPERMAN #WonderWoman  ht…"
"297",-1,"Who is #dwighthoward playing with? An imaginary teammate? The NBA has known 1 #Superman and that is #Shaqfu #Shaq… https://t.co/4hZTMFME2A"
"298",0,"Peter J. Tomasi y Patrick Gleason, actuales responsables de #Superman, reinventan la dinámica clásica de #Batman y #Robin #ECCDiciembre"
"299",0,"Justice League at Brazil's @CCXPoficial https://t.co/QvUcLNuHPg New trailer expected to drop soon! #HenryCavill… https://t.co/9SQBjItI3w"
"300",0,"#PopHeroes vinyl figure #Superman #DCUniverse - https://t.co/bfiFXMM8Np"
"301",0,"Nailed it! #superman - https://t.co/pwTkwK7BRW https://t.co/DcDAL8daIh"
"302",4,"Happy December! Very #blessed to have Super fantastic @BrittaneeTomkow who created Super #AdventCalendar 2016 :)… https://t.co/ej0dmO2Hi4"
"303",0,"archived! $ 392 | Superman's Pal Jimmy Olsen 134 Cgc 8.5 Vf+ White Page 1s. #comics #superman… https://t.co/0rdSO5axtg"
"304",-2,"#doodles #scribbles #doomsday #superman #manofsteel
Time for bed. Yeesh, its horrible. <ed><U+00A0><U+00BD><ed><U+00B8><U+0086>… https://t.co/awb8NULhpc"
"305",-3,"RT @FederiKoRaivan: Daddy. Fuck my ass so hard. I want your fucking babies. #superman https://t.co/XM5u8fMH77"
"306",0,"#superman<ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> @ Patara City https://t.co/GSm2nCs2Sx"
"307",1,"Best. advent. calendar. ever. #dccomics #batman #superman @ The Houses of Parliament https://t.co/g8b6ryFSvB"
"308",1,"Santos Batí-Pokemones Batman #nintendo #sectorn #pokemongo #fun #superman&amp;batmam https://t.co/XgNQl1BtJV"
"309",1,"RT @CEncountersUK: New releases available in store now! #Saga #GhostRider #Superman #Batman #Deadpool #SevenToEternity https://t.co/UDgP6Wx…"
"310",0,"RT @ArapMX: La gente del #DailyPlanet medio ciega de no ver que #ClarkKent es #Superman"
"311",0,"#superman annual is here!
 https://t.co/XFhbE7UXzk #DCWeek #dcfcfans #DCAllAccess #DCRebirth #Review 
Remember to subscribe! :)"
"312",0,"Share if you find it terrific!

#superman #returnofsuperman #batmanvsuperman https://t.co/6O2gLrMaaa"
"313",0,"DC Collectibles DC Comics Bombshells: Power Girl &amp; Superman Statue - https://t.co/VwPQ4RMplK - #Superman https://t.co/w05sPK1nQK"
"314",0,"RT @realhartman: #SUPERMAN statue from my office https://t.co/XTsjefngR3"
"315",1,"https://t.co/MelDgmPTMY
.
.
.
.
.
.
.
.
.
.
by  #marvel #dccomics #comics #batman #dc #superman #superhero #ironman… https://t.co/4ABSBWQfib"
"316",0,"RT @camilouribeREAL: #SUPERMAN .. #weed  .. una fumadita<ed><U+00A0><U+00BC><ed><U+00BD><U+0081> https://t.co/WlRVCdC34T"
"317",1,"RT @ItsNotRevenge: #manofsteel #superman #comic #hero #krypton #illustration #digitalart https://t.co/UQXgSiVEBG"
"318",0,"#comics #Superman #wonderwoman #flash https://t.co/DCdJA9EReg"
"319",0,"She's a distraction, Clark. And it worked. #Superman"
"320",0,"Geek out! @ErinRhewBooks
and I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @AlienActor
https://t.co/yEtcVQHZPA"
"321",0,"Man of Steel, Color Me Red and Blue https://t.co/iITXcfMyVY via @NathanielleSean
#superman #JusticeLeague"
"322",0,"#Superman in the age of #socialmedia https://t.co/XTjyy0pjdO"
"323",0,"RT @mmjnj: #AllAmerican this should be hanging in every school in New Jersey and the rest of the country. <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>needs #SUPERMAN https://t.co/pZ…"
"324",1,"RT @CavillsClique: Every morning is a wonderful blessing, either sunny or cloudy. It's stands for Hope and so does #Superman #HenryCavill h…"
"325",0,"Download Superman Facebook Covers #Download #Superman #Facebook #Covers https://t.co/NxPYRHszoF https://t.co/EssuJM8415"
"326",0,"Download Superman Facebook Covers #Download #Superman #Facebook #Covers https://t.co/txN7i8M0qH https://t.co/T4B0fmEJAC"
"327",0,"RT @DScottwrites: Once you choose hope, anything is possible. - Christopher Reeve #superhero #SuperMan #believe #believeinyou https://t.co/…"
"328",0,"RT @SupermanHomepge: Can you answer all 3 questions in this month's SuperTrivia #Quiz https://t.co/8mzvq9YcoV #Superman #Supergirl https://…"
"329",0,"RT @EvelyneCart: @IP_Belgium is hiring a #DigitalAdOps ... #superman #superwoman #superjob   https://t.co/je2bCisNXX https://t.co/h2T0TUjtSC"
"330",1,"RT @ElComicFan: Esta foto es de la primera prueba de vestuario de Henry Cavill como #Superman. ¿Así o mas genial? https://t.co/diAKrVKuWt"
"331",0,"#ChristopherReeve Christopher Reeve Robin Williams signed #Photo C.O.A. https://t.co/9NfJWSzirr #Superman https://t.co/OzCopBI3Ni"
"332",0,"RT @SupermanHomepge: Can you answer all 3 questions in this month's SuperTrivia #Quiz https://t.co/8mzvq9YcoV #Superman #Supergirl https://…"
"333",0,"Can you answer all 3 questions in this month's SuperTrivia #Quiz https://t.co/8mzvq9YcoV #Superman #Supergirl https://t.co/QIWX5xiY6l"
"334",0,"RT @DScottwrites: Once you choose hope, anything is possible. - Christopher Reeve #superhero #SuperMan #believe #believeinyou https://t.co/…"
"335",1,"RT @ItsNotRevenge: #manofsteel #superman #comic #hero #krypton #illustration #digitalart https://t.co/UQXgSiVEBG"
"336",0,"RT @BeerRockSex2: Lmao! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#Superman #ClarkKent #FacebookTags #FacialRecognition #Incognito https://t.co/E1O5V5cpWR"
"337",-1,"STAGIONI #seasons #Superman #cold #winteriscoming #autumn #Canon #nofilter #photooftheday… https://t.co/htOUElr2ha"
"338",-3,"RT @FederiKoRaivan: Daddy. Fuck my ass so hard. I want your fucking babies. #superman https://t.co/XM5u8fMH77"
"339",1,"RT @ElComicFan: Esta foto es de la primera prueba de vestuario de Henry Cavill como #Superman. ¿Así o mas genial? https://t.co/diAKrVKuWt"
"340",0,"RT @elhdlt: @laintxo78 reseña #Superman ""Lois y Clark: La llegada"" de @thedanjurgens @Inkdropinc @eccediciones #UDCRenacimiento https://t.c…"
"341",-1,"RT @parlipod: Double Dose of #Swampthing this month in #Hellblazer 4 and #Superman Annual 1. We review both issues #comics #DC
 https://t.c…"
"342",1,"Esta foto es de la primera prueba de vestuario de Henry Cavill como #Superman. ¿Así o mas genial? https://t.co/diAKrVKuWt"
"343",0,"RT @elhdlt: @laintxo78 reseña #Superman ""Lois y Clark: La llegada"" de @thedanjurgens @Inkdropinc @eccediciones #UDCRenacimiento https://t.c…"
"344",2,"RT @K4ComicBook: New Talent Showcase #1 by @DCComics reviewed on .@NerdSpan by .@joegrunenwald #NewComicsDay #NCBD #dccomics #superman #Won…"
"345",0,"RT @elhdlt: @laintxo78 reseña #Superman ""Lois y Clark: La llegada"" de @thedanjurgens @Inkdropinc @eccediciones #UDCRenacimiento https://t.c…"
"346",-3,"RT @FederiKoRaivan: Daddy. Fuck my ass so hard. I want your fucking babies. #superman https://t.co/XM5u8fMH77"
"347",0,"RT @HeroMovies4life: Here Are Posters From The 6 Solo SUPERMAN Live Action Films! #ThrowbackThursday #Superman https://t.co/4h7WfhF2U5"
"348",0,"Anyone who's ever driven with me knows this is completely normal. #Superman #driving #tunes @… https://t.co/dKcN1J8W4g"
"349",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"350",0,"RT @TheTopComics: Así es como Lois descubrió que #Superman era en realidad #ClarkKent https://t.co/byTdaqnKLa"
"351",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"352",-1,"It's official, #LoisLane. You're an idiot. #Superman #biometric https://t.co/FRezTR2yN8"
"353",0,"Last box, I thought it was long sold out #superman #cereal #breakfast #yum #nomnom https://t.co/ogNSdBOLp5"
"354",1,"#Superman Christopher Reeve One Of A Kind Superman Statue OAK Free Ship In USA https://t.co/5aC7o6hzqY… https://t.co/77c893Dwqv"
"355",0,"RT @JLAJanitor: Me: ""Here, #Superman, you forgot your costume"". 

Hands him glasses."
"356",0,"@MarkRuffalo #NoDAPL The only Real #Hulk fighting Real War against #Humanity...#SuperMan #BatMan #XMen #SpiderMan #CaptainAmerica are Mute!"
"357",0,"#Batman #Superman #Humor.
Créditos en la imagen, yo solo lo traduje. https://t.co/YtxIPzUKuC"
"358",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"359",1,"RT @Elreynetwork: Our fans tell us why the #Superman movies matter. Watch LABORS OF SUPERMAN, TODAY at NOON ET on @ElReyNetwork! https://t.…"
"360",0,"If #Superman had a weakness. (Kryptonite). Why do ppl still call him super? It turns out he needs Jesus. <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>"
"361",0,"DC Comics Time Travel Thursday! #SUPERMAN #TheFlash https://t.co/znjMvNobKN"
"362",0,"Last night I had the #Superman and @vitawong had the Gobble Gobble. DELISH! https://t.co/HKvjGF5ugo"
"363",0,"Spercavia! Meglio di #Superman, #Spiderman e #Batman - Videocavie https://t.co/aPvn4iTtIG https://t.co/TpfH9Do4lt"
"364",0,"#AllAmerican this should be hanging in every school in New Jersey and the rest of the country. <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>needs #SUPERMAN https://t.co/pZrlDvrf0R"
"365",0,"RT @BeerRockSex2: Lmao! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#Superman #ClarkKent #FacebookTags #FacialRecognition #Incognito https://t.co/E1O5V5cpWR"
"366",1,"RT @SupermanDeluxe: Doctor Who’s Christmas special gets a new motion poster and we’re super psyched - https://t.co/oC2kLdvFuS - #Superman"
"367",0,"RT @BeerRockSex2: Lmao! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#Superman #ClarkKent #FacebookTags #FacialRecognition #Incognito https://t.co/E1O5V5cpWR"
"368",0,"I wanna get a #supergirl costume and if people ask im just gonna say its a #superman costume with a kilt"
"369",-1,"Viewmaster Superman Meets Commuter Crook #Disney 3 Reels only https://t.co/DLiN1Dt6f3 UnderTheBuckeyeTree #Viewmaster #Superman #Toys #eBay"
"370",0,"RT @FederiKoRaivan: Just realized that they changed the Superman suit. #Superman 

Left: Man of Steel
Right: #BatmanvSuperman https://t.co/…"
"371",-3,"RT @FederiKoRaivan: Daddy. Fuck my ass so hard. I want your fucking babies. #superman https://t.co/XM5u8fMH77"
"372",-3,"RT @FederiKoRaivan: Daddy. Fuck my ass so hard. I want your fucking babies. #superman https://t.co/XM5u8fMH77"
"373",0,"RT @FederiKoRaivan: Just realized that they changed the Superman suit. #Superman 

Left: Man of Steel
Right: #BatmanvSuperman https://t.co/…"
"374",0,"RT @patrick_gleason: It only comes out once a year!#Superman Annual by @PeterJTomasi myself &amp; @JorgeJimenezArt #SwampThing #rebirth #ncbd h…"
"375",1,"RT @ItsNotRevenge: #manofsteel #superman #comic #hero #krypton #illustration #digitalart https://t.co/UQXgSiVEBG"
"376",0,"#underarmour #alterego #superman #batman #flash #danasport #superhero https://t.co/fgFrPObeQx"
"377",0,"RT @elhdlt: @laintxo78 reseña #Superman ""Lois y Clark: La llegada"" de @thedanjurgens @Inkdropinc @eccediciones #UDCRenacimiento https://t.c…"
"378",0,"RT @shoppy_89: Being geeky
#DCComics #MarvelComics #imagecomics #egmont #Batman #Superman  #VforVendetta #watchmen #spawn #tintin http://t.…"
"379",0,"RT @roro_esp: Up, up, and away! I want a #Superman poster from @InfiniteCrisis!"
"380",0,"#Superman #Supergirl #NavidadMundoPopeye Muchos nls dicen que se lo perdieron... Deben estar… https://t.co/rD81OUqCHG"
"381",0,"What if #BrandonRouth and #ChristianBale were still our current #Superman and #Batman? Check out the fan trailer! https://t.co/R3RVjdowZa"
