"","score","text"
"177",0,"<U+300E><U+30C0><U+30FC><U+30AF><U+30CA><U+30A4><U+30C8> (<U+540D><U+4F5C><U+6620><U+753B><U+5B8C><U+5168><U+30BB><U+30EA><U+30D5><U+96C6><U+30B9><U+30AF><U+30EA><U+30FC><U+30F3><U+30D7><U+30EC><U+30A4>·<U+30B7><U+30EA><U+30FC><U+30BA>)<U+300F> <U+5FA9><U+520A><U+30EA><U+30AF><U+30A8><U+30B9><U+30C8><U+6295><U+7968> https://t.co/vw5G3bZml7 @fukkan_com<U+3055><U+3093><U+304B><U+3089> #fukkan #Batman"
"178",1,"Unsurprisingly @BilquisEvely draws an excellent #Batman."
"179",0,"RT @eweniverse: Dinner dinner dinner dinner BatLamb!  Coaster at https://t.co/K5FPCdhjrW
#CraftFlash #Sheep365 #Batman #Punny #Etsy #etsysh…"
"180",3,"if i saw batman i would hug the shit outta him, like even if i was someone fuckin with gotham i'd be like oh batman's here hug time #batman"
"181",0,"Batman and the psychology of trauma https://t.co/9kOQ9se41G … #BPD @RespectYourself #batman https://t.co/Z6695ztn3o"
"182",1,"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…"
"183",0,"The training is nothing.....will is everything..

#batman #batmanbegins #rasalghul #ChristianBale #ChristopherNolan… https://t.co/uIFm8dd8XP"
"184",0,"The LEGO Batman Movie Casts a Familiar Name to Voice Two-Face – Geek https://t.co/YB8L28VAyf #Batman #Lego #TwoFace #GeekMagazine"
"185",1,"RT @BigDataBatman: #Batman Interoperability a Must for Precision #Medicine Progress https://t.co/xxrR24PNXq"
"186",1,"Interested in careers in #Batman? Good list to explore here, includes several in #datascience via @kdnuggets https://t.co/KVkTg2Que6"
"187",0,"¿Contentos con el horario de salida? 
#Batman
#Robin
#Gif
https://t.co/Q8WKriI0SX https://t.co/Smrt4v2mhk"
"188",0,"Before #GothamCity, @barcelona_cat  already had #Batman https://t.co/GAYd3NXVBy"
"189",0,"@yahcostaa @Beatriz20118197 @taiglvo @a_Tavars @h21eloisa #somostodoschape #coracaosincero #batman"
"190",0,"RT @Darknightgirls: #harleyquinn by @Slinky_Tinky #darknightgirl #batman #batfan #girlslovebatman #gotham #batlife… https://t.co/CWudOXmFqf"
"191",1,"RT @BobaFettANHSE: The plaque says it all.... great job! #Batman #dccomics https://t.co/AuyivwzJIz"
"192",1,"RT @BigDataBatman: #Batman Interoperability a Must for Precision #Medicine Progress https://t.co/xxrR24PNXq"
"193",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"194",0,"STRAIGHT OUTTA GOTHAM. 
LOOKOUT MISTER J
#streetart #batman #angoulême https://t.co/Glzs4VkBk6"
"195",0,"RT @reactionfigure: ""Where's Batfleck?""
""Saving Superman's mum, go figure.""
Annual #Batman Meeting by Yogi https://t.co/zx1EwQQYJN https://…"
"196",0,"RT @HeroesJournal: Ben Affleck aseguró en una entrevista que no está seguro de si Robin estará en su película de #Batman https://t.co/3I3et…"
"197",0,"RT @LesMoufles: Nos codeurs en ce moment... #nuitinfo #batman https://t.co/fiBcS3GjzZ"
"198",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"199",0,"I feel like the 1960s #Batman episode is trying to tell me something about this criminal… https://t.co/tuzprd8EHR"
"200",0,"Dios mío! ¿Hay algún villano de #Batman que no aparezca en este póster de #LegoBatman? Ya quiero que llegue!
¿Que o… https://t.co/hpMgQukcAj"
"201",0,"RT @sehri_wan: #Batman Imam Hatip Lisesinde 4 Ögrenci Tecavüze Ugramis...Islam Dinin Sapkinlari Ya Diri Diri Yakiyor,Yada Tecavüz Ediyor. #…"
"202",0,"Hey Yo!  Awesome new Batman Lego poster!!  #Batman 
https://t.co/XnhwbgLNB1"
"203",0,"RT @LesMoufles: Nos codeurs en ce moment... #nuitinfo #batman https://t.co/fiBcS3GjzZ"
"204",1,"RT @BigDataBatman: #Batman Interoperability a Must for Precision #Medicine Progress https://t.co/xxrR24PNXq"
"205",1,"Are you ready to join the #JusticeLeague? #DC #Superman #Batman 
Reply w/ #AmazonBasket to add it to your Basket:… https://t.co/vkAHQv0gbj"
"206",1,"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…"
"207",0,"RT @BatmanStore: DC Collectibles Batman 75th Anniversary Action Figure (Set #2), 4-Pack - https://t.co/rcjDJLMwAB - #Batman https://t.co/ml…"
"208",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"209",1,"RT @BigDataBatman: #Batman Interoperability a Must for Precision #Medicine Progress https://t.co/xxrR24PNXq"
"210",-2,"Check out this #Amazon deal: #Batman: The Killing Joke Deluxe Edition by #AlanMoore https://t.co/9eOJMVfZnt via @Amazon"
"211",1,"RT @FunkoDCLegion: RT &amp; follow @FunkoDCLegion for a chance to win a @HotTopic Exclusive Thomas Wayne (#Batman from Flashpoint) Pop! https:/…"
"212",0,"RT @LesMoufles: Nos codeurs en ce moment... #nuitinfo #batman https://t.co/fiBcS3GjzZ"
"213",0,"Nos codeurs en ce moment... #nuitinfo #batman https://t.co/fiBcS3GjzZ"
"214",0,"DC Collectibles Batman 75th Anniversary Action Figure (Set #2), 4-Pack - https://t.co/rcjDJLMwAB - #Batman https://t.co/mliT01qsz1"
"215",0,"RT @sehri_wan: #Batman Imam Hatip Lisesinde 4 Ögrenci Tecavüze Ugramis...Islam Dinin Sapkinlari Ya Diri Diri Yakiyor,Yada Tecavüz Ediyor. #…"
"216",1,"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…"
"217",1,"#Batman Interoperability a Must for Precision #Medicine Progress https://t.co/xxrR24PNXq"
"218",-1,"#ChristianBale NECA Batman Begins 7 Inch D.C. Toys R Us Exclusive Christian Bale Dark Knight… https://t.co/Z4ivf25ra2"
"219",0,"Batman felt wall art for nursery room #felt #batman #baby #art #decoration #decor #nursery  https://t.co/7tpExbRpjn https://t.co/Zmtm6dGGuj"
"220",1,"New reviews for the week up. https://t.co/lzf57rXxgG
#Comics #ComicsReviews #DC #Marvel #Avengers #Batman #IvX"
"221",-1,"Caprichos #Sevilla #Mangafest #Batman #Génesis #Harley #Quinn #SuicideSquad #Lazy https://t.co/Q3Q8I9xpIo"
"222",3,"Loving this series. Keep up the excellent work. #supportaustraliantalent #comics #batman #tnmt #crazyart https://t.co/GKpEWa83L6"
"223",-1,"#WhySoSerious? 

#Joker #Batman #HeathLedger #TheDarkKnight #Metal #Metalhead #LongHair https://t.co/xvBKQb9nLa"
"224",1,"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…"
"225",0,"RT @AbuelitaB: Batman: ¿Y los $500 pesos que te dí?
Robin: Contraté #ChivasTV
#Batman: ¡Por eso nunca te doy dinero!
#ChivasvsAmerica https…"
"226",0,"Batman revient... en Lego ! #Batman #Lego #LegoBatman https://t.co/DUrWuTTGPg"
"227",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"228",0,"#Maldad #Miopia #Batman https://t.co/o6XF4AXCvw"
"229",-1,"Collection slowly building <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #comic #comicbook #batman #darkknight https://t.co/2DAm7q0mxP"
"230",0,"#batman Superman Logo T-Shirt https://t.co/32Nbw9LO4h https://t.co/bFCUXzQ1u5"
"231",1,"Love this video...now U know how to say Batman in Japanese!  #batman #mooncakefoods #alwayslearning #linguist https://t.co/btIJLvl1WS"
"232",0,"<U+300E><U+30D0><U+30C3><U+30C8><U+30DE><U+30F3> <U+30D3><U+30AE><U+30F3><U+30BA>(SB<U+6587><U+5EAB>)(<U+30C7><U+30CB><U+30B9>·<U+30AA><U+30CB><U+30FC><U+30EB><U+3001><U+67F3><U+4E0B><U+6BC5><U+4E00><U+90CE>)<U+300F> <U+5FA9><U+520A><U+30EA><U+30AF><U+30A8><U+30B9><U+30C8><U+6295><U+7968> https://t.co/KJGghKGGyL @fukkan_com<U+304B><U+3089> #fukkan #Batman"
"233",0,"#Kid #Toys Mixed Lot DC Comics Action #Figures (19 Included) - #Batman, Superman, Green Lante… https://t.co/03fQXK5e1I"
"234",0,"RT @ETemelkuran: Bu ülkeyi, baska sey degil, çocuklarin ahi yikacak. #aladag #batman #ensar #pozanti"
"235",1,"The hero we deserve... #batman https://t.co/ajgclZJJBK"
"236",-1,"At home sick, so catching up on Gotham. Big pay off was seeing Bruce use a grappling arrow and a flash-bang. #UtilityBelt #Batman"
"237",0,"RT @Guney178: Batida
Doguda
Tüm Çocuklar Bizim

#Batman'da 4degil, 5çocugun yatili okulda tecavüze ugradi iddiasini takip edelim
#BatmanIma…"
"238",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"239",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"240",0,"#labajada #oceanofm #brothers #batman #batgirl #mojito @ Océano FM https://t.co/jwwTQs5oou"
"241",0,"Another #watercolor #painting, this time, #Batman at a Gotham #Sunset.
#dailydoodle2016 #dailydraw #paintingaday… https://t.co/NHaHPZVIDi"
"242",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"243",0,"RT @eccediciones: ¡Previa de nuestro cómic del día! ¡#Batman núm. 56 /1! #ECCDiciembre #UDCRenacimiento https://t.co/CAbEcXgwfZ https://t.c…"
"244",0,"#BatmanTheTelltaleSeries #batman #gaming #PS4share https://t.co/pmrRueyIJJ"
"245",-1,"RT @NerdSync: <U+2728>NEW VIDEO!<U+2728>
#Batman and #Superman started teaming up in DC Comics for a really, really dumb reason…

<U+25B6><U+25B6> https://t.co/4HRkxkc…"
"246",0,"RT @tema_j1: #Batman #TellTale  #gaming #Ps4share https://t.co/xKEBh24c54"
"247",1,"RT @susaneisenberg1: Happy Birthday to the one and only @RealKevinConroy! #Batman https://t.co/tqhNDyrpTg"
"248",1,"#Batman in #Business: Make #Analytics Work for Your Workforce https://t.co/lA7k1glhEQ"
"249",0,"RT @Laci_Kay_Somers: I'm not saying I'm #BatMan, I'm just saying you've never seen me and Batman in the same room...<ed><U+00A0><U+00BD><ed><U+00B9><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+009C> @Boogie_1969 @Babes…"
"250",0,"Batman v Superman Retro Trailer 1940s #batmanvsuperman #40s @henrycavilI @BenAffleck @batmanfanpage… https://t.co/eC1UOYzq3V"
"251",0,"RT @TheAnimatedBat: Tribute to Batman the Animated series by @RickCelis 

#Batman #BatmanTheAnimatedSeries #BTAS https://t.co/BpaavaYvrs"
"252",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"253",1,"RT @walzmusic: Two more days at Telltale Games. It has been a pleasure working on episode 5 of the Batman series. #gameaudio #Batman #tellt…"
"254",0,"RT @HBO: Still in a food coma? 
Turn on #HBO Zone for a #Batman marathon all day long. https://t.co/Z2ZEbYD7LY"
"255",0,"RT @eweniverse: Dinner dinner dinner dinner BatLamb!  Coaster at https://t.co/K5FPCdhjrW
#CraftFlash #Sheep365 #Batman #Punny #Etsy #etsysh…"
"256",0,"RT @eweniverse: Dinner dinner dinner dinner BatLamb!  Coaster at https://t.co/K5FPCdhjrW
#CraftFlash #Sheep365 #Batman #Punny #Etsy #etsysh…"
"257",1,"RT @ComicBookDebate: Happy Birthday to the DEFINITIVE #Batman, @RealKevinConroy. Only hear his voice when reading Batman comics. Legend
 ht…"
"258",0,"Evidently, #Batman is from #Texas https://t.co/iPLkthQdbl"
"259",0,"Dinner dinner dinner dinner BatLamb!  Coaster at https://t.co/K5FPCdhjrW
#CraftFlash #Sheep365 #Batman #Punny #Etsy #etsyshop #etsyseller"
"260",-1,"Le Réveil : Un court-métrage avec le #Joker et #LexLuthor https://t.co/tgE1lTnzzQ #Batman"
"261",0,"RT @mctherrien: Thursday afternoon sketches in Gotham. #batman #dccomics https://t.co/vnTCHV908S"
"262",0,"<ed><U+00A0><U+00BD><ed><U+00B8><U+0099> #bat #batgirl #batman #gingers #foxcub #redheads #loves_czech #your_world_live #czech_insta… https://t.co/6qQGuc53Yn"
"263",0,"This #Batman ornament is so damn cute!!! I kinda want it... https://t.co/XNUeybPHFT"
"264",2,"RT @tarastrong: A very happy birthday to the untouchable @RealKevinConroy an incredible talent…&amp; such a mensch. <U+2764><U+FE0F> u #Batman https://t.co/I…"
"265",0,"Watching the old #Batman movies <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"266",0,"un oscuro scrutare
#xfiles #batmino #batman #blackcatsofinstagram https://t.co/mXuiRu1Re0"
"267",-2,"RT @yesclash: BREAKING: Jared Leto OUT, The Joker To Be Recast in DCEU https://t.co/ggdwITC3sS #Batman #TheJoker #DCEU #DCComics #SuicideSq…"
"268",0,"Vengence. 
- #batman #film #terrorofarkham https://t.co/L2QlhIkx4Z"
"269",-1,"RT @Mslaytonbenton: Let's chill <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#batman https://t.co/htwEazKRAk"
"270",2,"RT @B10n1c_Ch1mp: Slightly random lunch paint of @camrenbicondova as Tim Burton's Catwoman. Decent casting to be fair. #catwoman #batman #g…"
"271",0,"#FUNKO POP VINYL FIGURE NO. 43 - #BATMAN TV SERIES  #CATWOMAN  GREEN - NEW #FUNKOPOP #Stockingfillers https://t.co/9qaZiAzIR3 via @eBay_UK"
"272",-1,"Set of 10 Batman and Joker Comic Book Fridge by DeAnnasCrafty https://t.co/yZAp42tH6c via @Etsy #nerdgift #christmasgift #comicbook #batman"
"273",-1,"RT @NerdSync: <U+2728>NEW VIDEO!<U+2728>
#Batman and #Superman started teaming up in DC Comics for a really, really dumb reason…

<U+25B6><U+25B6> https://t.co/4HRkxkc…"
"274",0,"Nuevo #Poster de #LegoBatman !!!

#Batman #Movie #Geek #News https://t.co/v4dTpcfV7s"
"275",0,"<U+042D><U+043C> , <U+043D><U+0435> <U+0437><U+043D><U+0430><U+044E> <U+0434><U+0430><U+0436><U+0435> <U+043A><U+0430><U+043A> <U+043A><U+043E><U+043C><U+0435><U+043D><U+0442><U+0438><U+0440><U+043E><U+0432><U+0430><U+0442><U+044C> ... <U+043B><U+043E><U+0440><U+0434> <U+0411><U+044D><U+0442><U+043C><U+0435><U+043D> ? / #Batman #StarWars #Dc #DarthVaier https://t.co/B1Iqg19SgY"
"276",1,"RT @colinbridger1: .@phofstad of @mellanoxtech talks #SRIOV from the shadows. He's like our very own #Batman https://t.co/o98bCM0ChC"
"277",-1,"RT @jilla_sensei: Fxck wit me tho..<U+270F><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B6><U+008C><ed><U+00A0><U+00BD><ed><U+00B6><U+008D><ed><U+00A0><U+00BD><ed><U+00B6><U+008A><ed><U+00A0><U+00BD><ed><U+00B3><U+0092>

#batman #arkhamknight #robin #brucewayne #chicago #gotham #darkknight #art #comics #joker https:…"
"278",0,"RT @reactionfigure: ""Where's Batfleck?""
""Saving Superman's mum, go figure.""
Annual #Batman Meeting by Yogi https://t.co/zx1EwQQYJN https://…"
"279",0,"RT @Live_for_Films: #BehindtheScenes #Batman #MichealKeaton #TimBurton #JackNicholson #TheJoker https://t.co/pUYDwODAqm"
"280",0,"RT @reactionfigure: ""Where's Batfleck?""
""Saving Superman's mum, go figure.""
Annual #Batman Meeting by Yogi https://t.co/zx1EwQQYJN https://…"
"281",0,"RT @DeekRhewBooks: Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
http…"
"282",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"283",1,"RT @colinbridger1: .@phofstad of @mellanoxtech talks #SRIOV from the shadows. He's like our very own #Batman https://t.co/o98bCM0ChC"
"284",1,".@phofstad of @mellanoxtech talks #SRIOV from the shadows. He's like our very own #Batman https://t.co/o98bCM0ChC"
"285",1,"RT @Toyark: New gallery of the awesome @NECA_TOYS #DCComics 7"" Christian Bale #Batman &amp; Arkham City #HarleyQuinn.

100+ Photos: https://t.c…"
"286",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"287",1,"Holy #donation service #Batman! We've been from #Cornwall to #BellsCorners clearing out remaining items from last w… https://t.co/YmeK8Zg0l5"
"288",-1,"<U+2728>NEW VIDEO!<U+2728>
#Batman and #Superman started teaming up in DC Comics for a really, really dumb reason…

<U+25B6><U+25B6>… https://t.co/KzKQi8iofX"
"289",0,"RT @reactionfigure: ""Where's Batfleck?""
""Saving Superman's mum, go figure.""
Annual #Batman Meeting by Yogi https://t.co/zx1EwQQYJN https://…"
"290",-1,"Check out more questionable decision; #Batman Ep.4 Guardian of Gotham [PART 2] is now LIVE &amp; This one's GRAPHIC!  https://t.co/z4sdzScP8O"
"291",0,"#Kid #Toys #Batman Animated Series CATWOMAN 6in. Action #Figure DC Comics Collectibles #Toy https://t.co/EFnScm30qK… https://t.co/ayOac7aLHU"
"292",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"293",0,"Su carita de felicidad al obligarme a ir a mi muerte x.x 
#Batman #SixFlags https://t.co/NH3FN70sPw"
"294",0,"Calendario DC Comics 2017 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
#dccomics #superman #flash #wonderwoman #batman #DC #superheroes #2017 https://t.co/nbZlvtaB0f"
"295",1,"Two more days at Telltale Games. It has been a pleasure working on episode 5 of the Batman series. #gameaudio #Batman #telltale #gamedev"
"296",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"297",0,"RT @TonyDanielx2: #Batman from mine and @grantmorrison run circa 2010.  Inked myself here #dccomics https://t.co/YVWbrVGX8J"
"298",1,"#IWannaScreamWhen a ""Who would win between..."" conversation starts.
My answer will always be #Batman."
"299",0,"RT @TonyDanielx2: #Batman from mine and @grantmorrison run circa 2010.  Inked myself here #dccomics https://t.co/YVWbrVGX8J"
"300",0,"This movie looks like a hell of a lot of fun! Can't wait! #TheLegoBatmanMovie #TheLegoMovie #Legos #LEGO #Batman… https://t.co/8lP1WBWcjm"
"301",0,"Target Exclusive Professor Radium Batman (Glow In The Dark) #funkopop #funko #batman… https://t.co/nZDqknEeQA"
"302",0,"Today25% off at https://t.co/6b7lpcOhCr PROMO CODE 25off. #batman #DoctorWho #kesselrun #kevinsmith #wyoming… https://t.co/NXqlNxUZ9X"
"303",0,"RT - More Batman!!! #Batman #TellTale #LetsPlay https://t.co/HwMf9F3vFT"
"304",0,"Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
https://t.co/SKzkdq2Kjk"
"305",2,"RT @B10n1c_Ch1mp: Slightly random lunch paint of @camrenbicondova as Tim Burton's Catwoman. Decent casting to be fair. #catwoman #batman #g…"
"306",0,"Day5 #Batman"
"307",2,"RT @CultLegends: Tv #Villain #VincentPrice as The #Egghead in classic #Batman 1966...Was he #Amazing in this show ? More @HotLegends https:…"
"308",0,"RT @dulzane: And we're live! 

#batman https://t.co/RIsAsCdPmV"
"309",0,"And we're live! 

#batman https://t.co/RIsAsCdPmV"
"310",0,"RT @StevenHammond7: Batman Bat-house. Pyrography on wood. by PyrographicPenguins  https://t.co/iuDz5zbtEZ via @Etsy #Batman"
"311",-1,"Just saw this on #Amazon: #dccomics #Batman Gotham City Bane Battle Fi... by #Mattel for $28.00 https://t.co/izIfjAHyaY via @Amazon"
"312",1,"RT @HolyBatCast: #Batman's bringing some friends this February!!! Excellent new poster for #TheLEGOBatmanMovie! https://t.co/51pXs31np7"
"313",1,"RT @HolyBatCast: #Batman's bringing some friends this February!!! Excellent new poster for #TheLEGOBatmanMovie! https://t.co/51pXs31np7"
"314",1,"RT @Sleezy26Youngin: ShoutOut To EveryOne That's Supporting My First Solo Tape #BATMAN !"
"315",1,"ShoutOut To EveryOne That's Supporting My First Solo Tape #BATMAN !"
"316",0,"RT @JoarnaGaming: NEW VIDEO! #letsplay #batman Arkham Asylum. Enter scarecrow. #subscribe #follow &amp; #retweet for daily #videogames https://…"
"317",0,"RT @JLvsSteppenwolf: @justiceleaguewb features @JLvsSteppenwolf in a battle for the Earth. #Batman #Superman #WonderWoman #Aquaman #Flash #…"
"318",0,"NEW VIDEO! #letsplay #batman Arkham Asylum. Enter scarecrow. #subscribe #follow &amp; #retweet for daily #videogames https://t.co/tf3Ulws0yr"
"319",2,"Bit of progress. Just having fun with it. :) #batman #dccomics https://t.co/XmRrmPZ3fO"
"320",0,"&gt;5TB = #Batman ? #DontBelieveThat Batman isn't about large amount of data which u don't wanna use."
"321",-2,"DC Collectibles Batman Black and White The Joker Statue by Dick Sprang New https://t.co/qyGhVBhLpZ #batman"
"322",2,"RT @B10n1c_Ch1mp: Slightly random lunch paint of @camrenbicondova as Tim Burton's Catwoman. Decent casting to be fair. #catwoman #batman #g…"
"323",0,"Batman.. tidididi  #Batman https://t.co/X1AvLyHWk0"
"324",0,"RT @reactionfigure: ""Where's Batfleck?""
""Saving Superman's mum, go figure.""
Annual #Batman Meeting by Yogi https://t.co/zx1EwQQYJN https://…"
"325",2,"RT @B10n1c_Ch1mp: Slightly random lunch paint of @camrenbicondova as Tim Burton's Catwoman. Decent casting to be fair. #catwoman #batman #g…"
"326",0,"Now That There is a Robin Pokémon, This Can Be a Thing #Batman https://t.co/m2wLaWYff4"
"327",1,"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…"
"328",0,"RT @VigilanteDc: En un estado de Florida cerca de 1300 personas votaron para que #Batman fuera Presidente... ¿Cuanta gente debe haber hecho…"
"329",0,"#Batman #artwork #Art @workingonme16 @g33klife @JustMeHere1977 @BatmanFanGirl89 #GothamCity https://t.co/HnRvNtQ32T"
"330",0,"#Batman #artwork #Art @workingonme16 @g33klife @JustMeHere1977 @BatmanFanGirl89 https://t.co/iaHJk7tjEO"
"331",0,"Lots of new action figures traded in today! #flash #superman #batman #justiceleague #starfire https://t.co/ZQadJDhix3"
"332",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"333",-1,"#Buzz NECA Batman Begins 7 Inch D.C. Toys R Us Exclusive Christian Bale Dark Knight https://t.co/dvGkAm7SsY #Batman"
"334",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"335",1,"I once had a vision when young of a life so perfect I would never stop smiling - I still believe the destination within my grasp <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>
#Batman<ed><U+00A0><U+00BD><ed><U+00B5><U+00B6>"
"336",0,"Latest post is a podcast special for Batman (1966) https://t.co/ltRSEwhrzQ #batman #movie #podcast"
"337",-2,"Mark Hamill (actor who voices The Joker)... 

Has 'Arkham' in his name. 

MindBlown! 

#DC #MarkHamill #Arkham #Joker #Batman #MindBlown"
"338",0,"RT @reactionfigure: ""Where's Batfleck?""
""Saving Superman's mum, go figure.""
Annual #Batman Meeting by Yogi https://t.co/zx1EwQQYJN https://…"
"339",0,"RT @HeroicPowerEnt: YESSSSSS #DC #DCComics #LEGO #LEGOBatman #LEGOmovie #LEGOBatmanMovie #JusticeLeague #TheJoker #Batman #TheBatman #TheFl…"
"340",-1,"RT @ClaireLanay: Nearly 30 years after playing Harvey Dent in 1989's #Batman, Billy Dee Williams Will Voice Two-Face in #LegoBatman 
https:…"
"341",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"342",2,"RT @B10n1c_Ch1mp: Slightly random lunch paint of @camrenbicondova as Tim Burton's Catwoman. Decent casting to be fair. #catwoman #batman #g…"
"343",0,"YESSSSSS #DC #DCComics #LEGO #LEGOBatman #LEGOmovie #LEGOBatmanMovie #JusticeLeague #TheJoker #Batman #TheBatman… https://t.co/ElWNN1EK7C"
"344",-1,"#Sleeping #FrenchBullDog #Bane jazzed up by #Prisma #Puppy #Batman #frenchbulldogsofinstagram… https://t.co/nAWJ6TdBb5"
"345",0,"#fetish #batman #bitchesbelike #dancerproblems #seafood #BBR #Comedian #ca

 &gt;&gt;&gt; https://t.co/PnrvSszmw0 &lt;&lt;&lt; https://t.co/8lpfdW9EVJ"
"346",0,"#batgirl by carolinalilimarleen #darknightgirl #batman #batfan #girlslovebatman #gotham #batlife… https://t.co/P4Of64sYiY"
"347",2,"RT @B10n1c_Ch1mp: Slightly random lunch paint of @camrenbicondova as Tim Burton's Catwoman. Decent casting to be fair. #catwoman #batman #g…"
"348",-1,"<ed><U+00A0><U+00BD><ed><U+00B3><U+00B7> Brand new poster of “The Lego Batman Movie” has just been released and it is PACKED with #Batman villains  https://t.co/AMON8FRHPN"
"349",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"350",0,"#Batman &amp; #IoT predictions for 2017. The future is here :) @KineticaDB's @EricMizell on #cognitivecomputing… https://t.co/hX59QqgXhq"
"351",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"352",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"353",2,"RT @tarastrong: A very happy birthday to the untouchable @RealKevinConroy an incredible talent…&amp; such a mensch. <U+2764><U+FE0F> u #Batman https://t.co/I…"
"354",0,"RT @MatthewKadish: Instead of a tree this year, we have a #Batman! #merrychristmas to all, and to all a dark … https://t.co/1un27De5KN http…"
"355",-2,"MIB 2002 PUPPETS OF CRIME BATMAN NIGHTWING KILLER CROC VENTRILOQUIST FIGURE SET https://t.co/1JIx5I0TDp #batman"
"356",-1,"#Batman Annual #1 A hush of winter #snowfall has fallen over #Gotham City... Buy it NOW! #DCComics… https://t.co/X8aKJhUOvN"
